"","FWB_id","collection_site_id","waterbody_type","collection_decimal_latitude","collection_decimal_longitude","site_interspe_var_N","site_intraspe_var_N","site_interspe_var_C","site_intraspe_var_C","site_nbspe","site_mean_sample_id","site_min_sample_id","Climate_zone","Type","Latitude","Longitude","Size","dis_r_sv","TP","TN","Distance_km","temp","hft","prec","pop","crp","urb","upstr","regul","pop_den","size_class","size_z_scored","hydro_dis_z_scored","TP_class","Climate_zone_e","Climate_zone_e2","distance_to_env_m","match_flag","propintraspecific_N","propintraspecific_C","propintraspecific_Total"
"1","FWB_0019","Bullock Crossing","lotic",-18.440485,125.385156,0.0493737338012501,0.045355522274653,0.0637972361688389,0.0409458050758933,2,12,6,17,"lotic",-18.440485,125.385156,3.17329251324624,4.99410563159376,4.49145575198563,81.55365369,35.7873338271701,275,5,476,-6.90775527898214,0,0,5.86233775426197,0,-5.29631936388536,"large",1.1490940608023,-0.310202188538389,"low_prod","Extremely hot and xeric","Hot and dry",0,"ok",0.478791074198992,0.390916709972393,0.432648184784397
"2","FWB_0068","Mungungudha","lotic",-18.504371,125.195568,0.0333622894013635,0.0615405286814061,0.073953451586008,0.034983990388722,3,7.66666666666667,5,17,"lotic",-18.504371,125.195568,4.36196422363683,4.73080301981415,4.51090233625898,109.8949317,23.3723277787241,275,46,470,-6.21460809842219,0,0,7.72641466362599,0,-4.70942020736189,"large",1.96088501433862,-0.65886695436101,"low_prod","Extremely hot and xeric","Hot and dry",0,"ok",0.648458390642662,0.321138350181172,0.473530199789287
"3","FWB_0108","Belgian Pond 2","lentic",50.984264,5.336256,0.0368486202413311,0.01605557609751,0.0342899044729718,0.0115121888568906,9,10.2222222222222,6,10,"lentic",50.984264,5.336256,-1.89711998488588,1.53579352511601,6.1125779416245,8488.206111,111.852715992236,98,344,806,1.77155676191054,12,40,1.92905605627003,0,6.48022860940605,"small",-0.856047606818498,1.2913324631945,"high_prod","Cool temperate and moist","Cool and moist",0,"ok",0.303483980640725,0.251346347294237,0.279290864309951
"4","FWB_0109","Belgian Pond 3","lentic",51.035481,4.177956,0.00719201568705268,0.0209438144126605,0.0386219774869085,0.0310469671553117,6,8.33333333333333,6,10,"lentic",51.035481,4.177956,-0.415515443961666,-4.05294673352617,5.1208528932036,1478.620061,70.3326972820644,103,365,775,3.4251742910436,15,87,-2.10365227039489,0,7.08774913711967,"large",-0.255054668996844,-0.785083942999526,"high_prod","Cool temperate and moist","Cool and moist",0,"ok",0.744382317437792,0.445635674757973,0.531577131128357
"5","FWB_0150","Blackbrook 24-culverts","lotic",47.8123,-67.74977,3.98542431655966e-05,0.0611613073111486,0.0693654054176975,0.0390154903227239,2,11.5,10,7,"lotic",47.8123,-67.74977,2.21112748250521,6.52511685810556,1.60632598199739,572.9540348,50.3817319893594,20,0,1030,-6.90775527898214,0,0,5.91300831573183,0,-11.5129254649702,"large",0.491993482958224,1.71715966387782,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.999348799235939,0.359984940668587,0.590727575970871
"6","FWB_0151","BLR","lotic",45.33,-65.78,0.0106576511378608,0.0805575360885223,0.150039560211647,0.0510015988097459,2,5,5,7,"lotic",45.33,-65.78,1.98718918197475,4.93049691739687,-1.38659437812049,13.29489939,44.9340914618772,56,148,1325,0.120446153075867,1,0,2.27408376143324,0,3.74395955698325,"large",0.339057155011805,-0.394432714357479,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.883159247248925,0.253687349685041,0.450149796872955
"7","FWB_0156","CherryBrook 20-culverts","lotic",47.62245,-67.931555,0.00785619356507721,0.0835828340805112,0.0273234839814146,0.0285003234249504,2,15,10,7,"lotic",47.62245,-67.931555,1.38529386078631,5.988121950695,3.41521420933581,1039.4769,71.7834382543419,19,5,1056,-6.21460809842219,1,0,3.02135177352468,0,-2.30248509799371,"large",-0.0720009802542047,1.00607213468552,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.914082708802118,0.510540659068353,0.761109600164355
"8","FWB_0157","CherryBrook 21-culverts","lotic",47.62246,-67.931485,0.0131241527458876,0.0740489232965595,0.0131580928635014,0.0583276342566208,2,13,10,7,"lotic",47.62246,-67.931485,1.38529386078631,5.988121950695,3.41521420933581,1039.4769,71.7909172320597,19,5,1056,-6.21460809842219,1,0,3.02135177352468,0,-2.30248509799371,"large",-0.0720009802542047,1.00607213468552,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.84944717633347,0.81593398579564,0.834347385171821
"9","FWB_0158","CherryBrook 22-culverts","lotic",47.646641,-67.954117,0.0308712386266319,0.0729298715542713,0.0359996328311964,0.0352078001720783,2,10.5,10,7,"lotic",47.646641,-67.954117,1.57422515667836,5.40694385132873,3.41521420933581,1039.4769,71.9341344246427,20,0,1048,-6.90775527898214,0,0,2.79923126175466,0,-11.5129254649702,"large",0.0570276787980591,0.236477315449977,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.702592404138743,0.494439957840626,0.617899387988998
"10","FWB_0172","Five Fingers River 12-sediment_traps","lotic",47.573836,-67.376062,0.00180580176900278,0.0635310784048969,0.0496345598327096,0.0391962896212002,2,9.5,9,7,"lotic",47.573836,-67.376062,2.37602141106723,5.24988506069325,1.60632598199739,572.9540348,62.298841168052,23,69,1004,-2.07944154167984,7,0,3.75258192273198,0,1.83130224589793,"large",0.604606072565261,0.0285003945710471,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.972361677444707,0.441246367249222,0.666335090191058
"11","FWB_0176","Five Fingers River 4-sediment_traps","lotic",47.535488,-67.353338,0.0133862494794233,0.0320670141326679,0.10597970664269,0.0361033692213073,3,10,10,7,"lotic",47.535488,-67.353338,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,68.5393196690766,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.705494206232038,0.254100419784448,0.363504926802024
"12","FWB_0178","Five Fingers River 6-sediment_traps","lotic",47.52918,-67.339994,0.12809731078748,0.0350231362234227,0.170850359096314,0.0440722085700445,2,10,10,7,"lotic",47.52918,-67.339994,0.529451087889156,6.39326818828272,1.60632598199739,572.9540348,69.5778135603455,23,155,1016,-3.47376807449699,7,0,2.385271380253,0,1.8995684848618,"small",-0.656489880439312,1.54256593206067,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.214707210930349,0.205060869356732,0.209223135258805
"13","FWB_0179","Five Fingers River 7-fishway","lotic",47.55207,-67.377902,0.0825248790625938,0.0307927264729704,0.073051229312506,0.0336433986345449,4,10.75,8,7,"lotic",47.55207,-67.377902,0.235072122179483,5.6442279792784,1.60632598199739,572.9540348,65.8954315155162,23,207,1010,-2.37515578582888,16,0,0.235080027286578,0,2.60209765837909,"small",-0.857532926374984,0.550688459600134,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.271738238091399,0.315324204056844,0.292875191927029
"14","FWB_0181","Five Fingers River 9-fishway","lotic",47.536839,-67.377881,0.115881395309309,0.022315359375359,0.23275075585559,0.0133086291224005,2,10,10,7,"lotic",47.536839,-67.377881,1.43198448703701,5.16063943943055,1.60632598199739,572.9540348,68.4036002753537,23,245,1023,-1.15836229307388,9,0,1.43198687537903,0,2.82357943960552,"large",-0.0401141037735586,-0.0896784697704024,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.161475277956253,0.0540870616399814,0.092708963685093
"15","FWB_0205","MacDougal Brook 17-culverts","lotic",47.837775,-67.714379,0.0195503751224296,0.0871164751271024,0.0371561117161883,0.0508094940976806,3,10,7,7,"lotic",47.837775,-67.714379,1.03992329231943,6.42389086516748,1.60632598199739,572.9540348,45.0022230540872,17,0,1050,-6.90775527898214,0,0,3.23344951093054,0,-11.5129254649702,"small",-0.307868209740956,1.58311641651171,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.816715548676142,0.577606368166112,0.708648351947293
"16","FWB_0206","MacDougal Brook 18-culverts","lotic",47.837821,-67.714467,0.0389660222545802,0.110198633103776,0.00277807681238744,0.0530016415663424,2,13,9,7,"lotic",47.837821,-67.714467,1.03992329231943,6.42389086516748,1.60632598199739,572.9540348,45.0080056470052,17,0,1050,-6.90775527898214,0,0,3.23344951093054,0,-11.5129254649702,"small",-0.307868209740956,1.58311641651171,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.7387717474963,0.950195574787147,0.796314979007332
"17","FWB_0212","Newburn Lake","lentic",51.693,-103.177,0.0696347740421288,0.0136315300900341,0.0457775205722258,0.0280485962960689,3,13.6666666666667,9,7,"lentic",51.693,-103.177,0.418710334858185,-1.71217090439687,4.75889072960575,938.6097831,110.365834065599,7,30,431,-4.60517018598809,44,0,3.16209423413915,0,-1.26227304627414,"large",0.0833377884849283,0.0845977938302637,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.163710041319928,0.379927828875347,0.26532232504063
"18","FWB_0213","Nicolet - site 10","lotic",46.234548,-72.641292,0.0647281445573643,0.0291801718413881,0.0124015061074751,0.0577914173993274,3,6,6,7,"lotic",46.234548,-72.641292,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.6132063374865,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.310730433260922,0.823322558914742,0.529987398576453
"19","FWB_0214","Nicolet - site 11","lotic",46.24927,-72.651916,0.02113782782509,0.0576728656682082,0.00439784355249774,0.0298870285498037,4,7.5,6,7,"lotic",46.24927,-72.651916,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.5228746495949,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.731789851247947,0.871726412180417,0.774211559550472
"20","FWB_0215","Nicolet - site 7","lotic",46.224836,-72.618709,0.0268780693985903,0.0248481361103792,0.0120113574089918,0.0377181335377951,3,9.66666666666667,7,7,"lotic",46.224836,-72.618709,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,9.86827799617763,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.480378095897068,0.758466109740706,0.61668562568548
"21","FWB_0216","Nicolet - site 9","lotic",46.230452,-72.629703,0.0510200165764471,0.0233147379060738,0.0212097483312899,0.0219240108253411,5,6.8,6,7,"lotic",46.230452,-72.629703,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.0322046847798,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.313645186136399,0.508279622597435,0.385113826079237
"22","FWB_0217","Nicolet - site A","lotic",46.21854,-72.6074,0.0221859926270871,0.0624870403915306,0.0121754190177041,0.0424729600239443,4,8.5,6,7,"lotic",46.21854,-72.6074,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,10.0155860481161,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.737980419076179,0.777204388653047,0.75336589590459
"23","FWB_0218","Nicolet - site C","lotic",46.1888,-72.567,0.0353616934946507,0.0161623237842247,0.0367193728400023,0.0260334580817321,7,5.57142857142857,5,7,"lotic",46.1888,-72.567,3.66607131478793,5.21539480373206,2.36610443212954,561.0762125,13.5507112878318,52,173,1013,-0.901402119380404,68,0,6.60878845253052,0,2.98643973131045,"large",1.4856322064393,-0.0171715312987898,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.31368524113222,0.414857110019485,0.369241736452893
"24","FWB_0219","Nicolet - site GL","lotic",46.227356,-72.624696,0.0371471195167041,0.0330148418748022,0.0324970691664698,0.0470632948817608,4,6.75,6,7,"lotic",46.227356,-72.624696,3.90636704057199,5.44635412399004,2.36610443212954,561.0762125,9.9925154786115,53,330,1004,1.30806251285032,58,17,7.33135889194039,0,5.31935947047363,"large",1.6497396674479,0.288664315782369,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.470551866282332,0.59154197501196,0.534844329470387
"25","FWB_0227","Ruisseau Blais 14-culverts","lotic",48.351446,-67.22151,0.0451671307754001,0.0833372747411089,0.086518908554386,0.0385540116063307,2,7,7,7,"lotic",48.351446,-67.22151,0.567016903415733,5.50780601585525,0.323176925074113,312.8250844,59.2395461245305,18,115,1054,-2.24431618487007,4,0,0.567022575549391,0,2.52107864982181,"small",-0.630834698322906,0.370038781997212,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.648516869177707,0.308252270409849,0.480686851720303
"26","FWB_0255","Lago_Chungará","lentic",-18.235698,-69.174814,0.0483037106072567,0.0267723225502028,0.0283131377418774,0.0244002552917566,2,82.5,74,6,"lentic",-18.235698,-69.174814,3.05729762921215,-8.12226176757191,3.97713005667184,557.8130359,59.8767656339172,20,20,316,-3.64965874096066,0,0,1.09259756979098,0,-1.42707468984151,"large",1.15364520583631,-2.29697966683434,"low_prod","Extremely cold and mesic","Cold and wet/mesic",0,"ok",0.356602785526139,0.462885310307912,0.400444538857519
"27","FWB_0263","Río_Chungara_CH05","lotic",-18.310797,-69.132427,0.100575724599887,0.0255712813328087,0.00226571510657484,0.0229442662480765,2,26.5,19,6,"lotic",-18.310797,-69.132427,-0.400477566597125,3.62642670557846,5.61102805647569,1588.182798,60.492014636203,-4,4,312,-4.07454193492592,0,0,-0.400462641335373,0,-1.45667390788247,"small",-1.29157496116198,-2.12127975148637,"high_prod","Extremely cold and mesic","Cold and wet/mesic",0,"ok",0.202710172498679,0.910126268056251,0.320537217675849
"28","FWB_0277","monreal2","lentic",-45.8725212,-72.0208877,0.00828629296965517,0.0869991885489099,0.0286355827476096,0.0360181454888028,3,10.3333333333333,6,7,"lentic",-45.8725212,-72.0208877,0.72270598280149,-3.36918459873413,4.58014694722941,2384.914772,58.9658478321016,62,23,882,-1.06421086195078,1,0,1.5166667067055,0,2.05591827638635,"large",0.206649530920921,-0.531041914043008,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.913037192680391,0.557093093798073,0.769150568057526
"29","FWB_0283","thompson","lentic",-45.646731,-71.792894,0.0130129091009106,0.105532580301677,0.0794607326864554,0.0547695747010507,2,7,6,7,"lentic",-45.646731,-71.792894,-0.083381608939051,-1.24075219471331,4.58014694722941,2384.914772,43.5995977756901,56,18,752,-1.81400507817537,0,0,1.93715911304622,0,2.04730696247119,"large",-0.120329049746448,0.259746664179015,"low_prod","Cold and mesic","Cold and wet/mesic",0,"ok",0.890228559800213,0.40802688876319,0.634167341329136
"30","FWB_0292","a9","lotic",22.488935,112.273781,0.0594802706406618,0.0302752071491786,0.0792994471335306,0.0357575374728322,4,6,5,14,"lotic",22.488935,112.273781,0.940397807217388,5.34646262510399,5.10379908599664,301.3203383,33.1814519828405,196,84,1765,0.630739720431328,26,0,0.940401711934482,0,4.74664379306385,"small",-0.375838102307511,0.156388202638731,"low_prod","Hot and dry","Hot and dry",0,"ok",0.337307626171486,0.310781110726717,0.322405891953354
"31","FWB_0308","Hucks Farm Middle Lake","lentic",52.219124,-2.345661,0.0348864486511864,0.0180005565433829,0.00390340022924201,0.0390890266087593,6,32.1666666666667,7,10,"lentic",52.219124,-2.345661,-1.66073120682165,-4.31673839464576,5.74345478197933,8672.27107,33.8114054041616,96,410,647,3.17605182767727,62,31,-3.81625838344377,0,6.56836159308064,"small",-0.760159681078022,-0.883091956901925,"high_prod","Cool temperate and moist","Cool and moist",0,"ok",0.340358779574671,0.909207260061166,0.595430969311006
"32","FWB_0309","Hucks Farm Top  Lake","lentic",52.219607,-2.34395,0.0195982887688177,0.0254809574368766,0.0179756502550273,0.0345340888668532,6,30.1666666666667,29,10,"lentic",52.219607,-2.34395,-1.66073120682165,-4.31673839464576,5.74345478197933,8672.27107,33.7877136264964,96,410,647,3.17605182767727,62,31,-3.81625838344377,0,6.56836159308064,"small",-0.760159681078022,-0.883091956901925,"high_prod","Cool temperate and moist","Cool and moist",0,"ok",0.565248081580785,0.657670166418005,0.614977664766967
"33","FWB_0311","Millstream_Frome_River","lotic",50.678097,-2.179381,0.0299379581223275,0.020738436218414,0.00323213899085477,0.00638933896984883,6,31.3333333333333,5,10,"lotic",50.678097,-2.179381,2.06686275947298,5.45832844211236,6.30828738103638,487.7141237,65.9324400787407,100,247,800,-0.605136303237232,24,0,4.43199479520926,0,3.57520698972167,"large",0.393469394222649,0.30452068270477,"high_prod","Cool temperate and moist","Cool and moist",0,"ok",0.40923267111254,0.664070426180303,0.449896060223218
"34","FWB_0319","001_Aulne","lotic",48.336464,-3.6805324,0.0712331023599173,0.0207286650109146,0.0222226132214583,0.038903577971859,5,5,5,10,"lotic",48.336464,-3.6805324,1.5999934536061,6.04125791187349,4.42146975602532,745.1427224,79.2542454120298,109,112,996,-2.06356819252355,35,0,4.2812944196673,0,2.77183906631798,"large",0.0746258685683089,1.07643466294091,"low_prod","Cool temperate and moist","Cool and moist",0,"ok",0.225405248328114,0.636446950355908,0.389529284615717
"35","FWB_0321","003_Grande Vallée","lotic",49.638944,-1.831727,0.070324994392711,0.0227679837129821,0.0647605870495675,0.045781092936935,3,5,5,10,"lotic",49.638944,-1.831727,-0.20334092401803,5.46719133015896,5.27299039647049,9417.570433,191.608081442316,107,136,940,-1.07587280169862,50,0,-0.208242623625355,0,3.72463286503933,"small",-1.15694254612483,0.316256900452071,"low_prod","Cool temperate and moist","Cool and moist",0,"ok",0.244572514235526,0.414152317411179,0.336627749382826
"36","FWB_0322","004_Couesnon","lotic",48.3780983,-1.5039129,0.0470405022875678,0.0237178577490448,0.0470345831589966,0.0220900614583022,9,5,5,11,"lotic",48.3780983,-1.5039129,1.68380299438941,5.88931088059642,4.77998987567694,3326.549151,90.4450275499445,112,144,730,-0.944175935363691,47,0,4.71850788911158,0,3.71676233822578,"large",0.13186272079016,0.875226723074331,"low_prod","Warm temperate and mesic","Warm temperate",0,"ok",0.335195130819489,0.319568535659047,0.327473085959811
"37","FWB_0331","013_Bléou","lotic",44.7059497,1.3771011,0.0316049487473966,0.0558338885243625,0.0920779004620743,0.0252500028533308,3,5,5,11,"lotic",44.7059497,1.3771011,0.34571510370239,5.00351789347025,5.2333987395794,5259.649283,73.817138046421,119,61,838,-1.29828348379718,6,0,0.345722180818183,0,2.84071513512654,"small",-0.781970455519959,-0.297738491118736,"low_prod","Warm temperate and mesic","Warm temperate",0,"ok",0.638547929804136,0.215208847510492,0.395981745595925
"38","FWB_0332","014_Nahon","lotic",47.0077488,1.4573622,0.0501477481183694,0.0170462346169206,0.03610351864511,0.0123401035437204,7,5,5,10,"lotic",47.0077488,1.4573622,0.960498986538475,4.55261255284099,4.7940304934811,2657.084495,27.4960639292948,109,148,719,-0.549913012474038,79,0,0.960502813549905,0,2.69496563700081,"small",-0.362110211430973,-0.894826396688998,"low_prod","Cool temperate and moist","Cool and moist",0,"ok",0.253686921402978,0.254731231608144,0.25412441030687
